@relation bike_sharing_database

@attribute temperature real
@attribute humidity real
@attribute windspeed real
@attribute casual_users integer
@attribute registered_users integer
@attribute weathersit {clear, cloudy, rainy/snowy}

@data
17.22,62.00,16.9979,0,2,clear
16.4,66.00,15.0013,1,28,clear
17.22,67.00,8.9981,9,103,clear
18.04,62.00,8.9981,13,301,cloudy
20.5,51.00,7.0015,28,397,cloudy
21.32,48.00,7.0015,29,176,cloudy
22.96,37.00,6.0032,27,100,cloudy
22.96,43.00,8.9981,17,108,cloudy
24.6,38.00,0,47,170,cloudy
25.42,38.00,16.9979,50,152,cloudy
25.42,33.00,0,42,134,cloudy
26.24,33.00,6.0032,28,152,cloudy
27.06,31.00,7.0015,56,271,clear
26.24,33.00,0,79,532,clear
26.24,29.00,8.9981,70,480,clear
24.6,43.00,15.0013,69,365,clear
22.14,60.0,8.9981,50,241,clear
22.14,52.00,0,30,173,clear
21.32,55.00,7.0015,29,121,clear
21.32,59.00,8.9981,9,72,cloudy
21.32,55.00,8.9981,8,30,cloudy
20.5,59.00,7.0015,4,16,cloudy
21.32,59.00,0,6,4,clear
20.5,63.00,15.0013,0,3,clear
19.68,88.00,8.9981,0,2,cloudy
18.86,88.00,8.9981,0,20,clear
18.86,82.00,8.9981,6,93,clear
19.68,72.00,12.998,25,293,clear
19.68,77.00,16.9979,21,421,clear
21.32,72.00,8.9981,21,182,clear
22.14,68.00,6.0032,30,124,clear
22.96,64.00,6.0032,18,123,clear
24.6,56.00,0,41,185,clear
25.42,50.0,0,36,157,clear
25.42,53.00,6.0032,36,141,clear
26.24,41.00,0,48,131,clear
27.06,39.00,0,49,240,clear
26.24,47.00,7.0015,17,242,clear
25.42,50.0,19.9995,40,234,clear
22.96,52.00,8.9981,60,341,clear
22.14,64.00,8.9981,28,245,clear
22.14,60.0,0,32,202,clear
20.5,72.00,16.9979,12,134,clear
18.86,88.00,16.9979,12,69,clear
18.86,88.00,15.0013,5,39,cloudy
18.86,88.00,15.0013,1,16,clear
18.04,94.00,12.998,1,14,clear
18.04,88.00,8.9981,0,5,clear
17.22,94.00,0,1,5,clear
17.22,94.00,8.9981,2,27,clear
18.04,88.00,0,9,103,clear
18.86,88.00,8.9981,14,283,clear
19.68,82.00,12.998,27,394,clear
20.5,77.00,19.0012,21,191,cloudy
22.14,68.00,15.0013,28,119,cloudy
23.78,60.0,15.0013,43,136,clear
23.78,60.0,15.0013,43,164,clear
25.42,57.00,19.9995,48,170,cloudy
25.42,61.00,15.0013,43,148,cloudy
26.24,53.00,16.9979,54,163,cloudy
26.24,57.00,16.9979,50,238,cloudy
26.24,57.00,12.998,54,540,cloudy
25.42,69.00,15.0013,64,463,clear
24.6,64.00,12.998,59,305,cloudy
24.6,64.00,12.998,56,220,clear
22.96,83.00,8.9981,31,192,clear
22.14,83.00,12.998,25,147,clear
22.14,77.00,12.998,16,87,cloudy
21.32,83.00,11.0014,6,46,cloudy
21.32,83.00,11.0014,5,15,clear
20.5,88.00,8.9981,3,8,cloudy
20.5,88.00,8.9981,2,2,cloudy
20.5,88.00,11.0014,2,3,rainy/snowy
20.5,88.00,12.998,1,24,cloudy
20.5,88.00,8.9981,6,76,rainy/snowy
20.5,88.00,11.0014,16,141,rainy/snowy
20.5,88.00,12.998,26,361,cloudy
20.5,88.00,12.998,18,215,cloudy
21.32,83.00,8.9981,31,99,cloudy
21.32,83.00,11.0014,56,90,cloudy
21.32,88.00,12.998,53,170,cloudy
21.32,88.00,26.0027,69,157,cloudy
21.32,87.00,19.0012,70,120,cloudy
21.32,88.00,11.0014,56,142,cloudy
21.32,88.00,8.9981,44,256,cloudy
21.32,88.00,11.0014,62,429,rainy/snowy
21.32,88.00,11.0014,39,359,rainy/snowy
21.32,83.00,12.998,25,245,cloudy
21.32,83.00,8.9981,22,130,cloudy
21.32,84.00,11.0014,24,130,cloudy
21.32,83.00,15.0013,25,107,cloudy
20.5,88.00,11.0014,31,88,rainy/snowy
20.5,88.00,8.9981,24,78,cloudy
20.5,88.00,8.9981,18,64,cloudy
20.5,88.00,8.9981,15,37,cloudy
20.5,88.00,8.9981,5,30,cloudy
20.5,82.00,11.0014,1,4,cloudy
20.5,82.00,7.0015,7,7,cloudy
20.5,88.00,7.0015,2,9,cloudy
19.68,100,0,4,28,rainy/snowy
20.5,94.00,0,16,72,rainy/snowy
21.32,94.00,6.0032,14,86,cloudy
21.32,94.00,11.0014,34,133,cloudy
21.32,94.00,8.9981,72,207,cloudy
21.32,100,6.0032,75,204,rainy/snowy
21.32,100,6.0032,68,180,rainy/snowy
22.14,94.00,8.9981,57,159,cloudy
22.14,94.00,11.0014,73,221,cloudy
22.14,94.00,12.998,107,188,cloudy
22.96,88.00,12.998,78,194,cloudy
22.96,88.00,15.0013,88,216,cloudy
22.14,94.00,8.9981,69,179,rainy/snowy
22.14,94.00,8.9981,42,115,rainy/snowy
22.14,94.00,15.0013,15,44,rainy/snowy
22.14,94.00,11.0014,7,19,rainy/snowy
21.32,100,12.998,11,33,rainy/snowy
21.32,100,0,5,34,cloudy
21.32,100,7.0015,4,43,cloudy
21.32,100,8.9981,13,37,cloudy
21.32,100,0,11,21,cloudy
21.32,100,0,5,8,cloudy
21.32,100,7.0015,3,11,rainy/snowy
21.32,100,8.9981,3,14,cloudy
21.32,100,8.9981,4,38,cloudy
22.14,94.00,8.9981,24,46,cloudy
23.78,83.00,16.9979,36,98,clear
23.78,83.00,15.0013,73,153,clear
24.6,78.00,15.0013,120,202,clear
25.42,73.00,19.9995,120,247,clear
25.42,73.00,19.0012,195,261,clear
26.24,73.00,12.998,183,254,clear
27.06,69.00,16.9979,206,253,clear
26.24,69.00,16.9979,158,282,clear
22.96,78.00,23.9994,137,255,rainy/snowy
22.96,78.00,16.9979,60,177,clear
22.96,83.00,7.0015,78,153,clear
22.14,88.00,0,53,138,clear
22.14,88.00,0,44,107,clear
22.96,83.00,0,29,88,clear
22.14,88.00,15.0013,18,51,clear
21.32,94.00,7.0015,17,21,clear
21.32,94.00,8.9981,6,8,clear
20.5,100,6.0032,4,9,clear
20.5,94.00,11.0014,1,3,clear
20.5,100,8.9981,1,5,clear
20.5,93.00,12.998,1,20,clear
21.32,88.00,11.0014,11,93,clear
21.32,83.00,19.0012,27,245,clear
22.96,73.00,19.9995,28,366,clear
24.6,69.00,12.998,38,156,clear
25.42,65.00,6.0032,37,75,clear
26.24,57.00,0,56,129,clear
27.06,54.00,6.0032,72,137,clear
27.88,51.00,0,61,153,clear
27.88,51.00,0,76,117,clear
29.52,51.00,0,55,110,clear
24.6,78.00,16.9979,45,181,rainy/snowy
23.78,88.00,15.0013,47,227,clear
23.78,83.00,12.998,55,398,rainy/snowy
23.78,83.00,16.9979,36,272,clear
23.78,83.00,0,31,167,clear
23.78,83.00,0,28,149,clear
22.96,88.00,6.0032,22,105,clear
22.96,88.00,6.0032,18,39,clear
22.96,88.00,0,13,18,cloudy
22.96,88.00,0,7,6,rainy/snowy
22.96,88.00,0,4,4,rainy/snowy
22.14,94.00,16.9979,1,3,rainy/snowy
22.14,94.00,16.9979,2,2,rainy/snowy
21.32,94.00,16.9979,0,22,rainy/snowy
21.32,94.00,16.9979,0,49,rainy/snowy
21.32,94.00,16.9979,13,138,cloudy
21.32,94.00,19.9995,22,325,cloudy
22.14,88.00,16.9979,17,190,cloudy
22.14,88.00,16.9979,31,73,rainy/snowy
22.96,83.00,27.9993,26,104,cloudy
22.96,83.00,27.9993,38,115,rainy/snowy
22.96,88.00,22.0028,31,141,cloudy
25.42,73.00,31.0009,61,123,clear
25.42,69.00,30.0026,79,131,clear
25.42,61.00,22.0028,73,217,clear
25.42,65.00,27.9993,83,521,clear
24.6,69.00,19.9995,54,426,clear
24.6,69.00,16.9979,51,298,clear
23.78,83.00,27.9993,30,253,clear
22.14,88.00,16.9979,23,151,clear
22.14,88.00,19.0012,12,86,cloudy
22.14,88.00,16.9979,7,49,cloudy
22.14,88.00,15.0013,8,15,cloudy
22.14,88.00,16.9979,3,9,cloudy
21.32,94.00,15.0013,1,5,rainy/snowy
21.32,94.00,19.9995,6,3,rainy/snowy
21.32,94.00,19.9995,1,2,rainy/snowy
21.32,100,15.0013,0,9,clear
21.32,100,8.9981,2,99,clear
22.14,88.00,12.998,14,260,clear
22.96,88.00,19.0012,25,428,clear
22.96,83.00,16.9979,26,176,rainy/snowy
22.14,88.00,19.0012,33,73,rainy/snowy
22.14,94.00,6.0032,6,17,cloudy
22.96,94.00,19.9995,12,42,clear
22.96,83.00,22.0028,30,92,cloudy
23.78,78.00,19.0012,44,94,cloudy
24.6,78.00,16.9979,34,133,clear
24.6,73.00,12.998,53,241,clear
24.6,69.00,8.9981,78,487,clear
24.6,73.00,15.0013,58,431,clear
22.96,88.00,8.9981,43,288,rainy/snowy
22.96,88.00,8.9981,24,189,rainy/snowy
21.32,88.00,0,11,74,clear
21.32,83.00,0,14,103,clear
21.32,94.00,6.0032,10,49,clear
21.32,94.00,7.0015,6,23,clear
20.5,94.00,0,2,4,clear
20.5,94.00,0,3,12,clear
19.68,100,0,1,3,clear
19.68,94.00,0,2,3,clear
19.68,94.00,0,2,24,clear
20.5,94.00,0,17,86,cloudy
20.5,100,0,18,239,cloudy
21.32,88.00,0,34,453,cloudy
22.14,88.00,6.0032,40,176,cloudy
22.14,83.00,0,35,95,cloudy
22.14,88.00,11.0014,53,111,rainy/snowy
23.78,78.00,7.0015,38,130,cloudy
23.78,64.00,16.9979,44,139,rainy/snowy
22.14,73.00,12.998,43,137,rainy/snowy
22.96,78.00,11.0014,63,125,clear
23.78,64.00,12.998,55,247,clear
22.96,78.00,11.0014,60,487,clear
24.6,55.00,11.0014,59,454,clear
23.78,60.0,8.9981,65,345,clear
22.14,77.00,19.0012,46,236,clear
22.14,77.00,19.0012,29,180,clear
20.5,82.00,19.9995,11,68,rainy/snowy
19.68,94.00,0,9,63,clear
18.86,94.00,6.0032,15,33,clear
18.86,100,0,8,17,clear
18.04,100,6.0032,4,4,clear
18.04,100,0,1,4,clear
18.04,94.00,6.0032,1,4,clear
18.04,94.00,7.0015,0,28,clear
18.86,88.00,7.0015,15,102,clear
20.5,77.00,11.0014,30,289,clear
22.14,68.00,0,41,476,clear
22.14,68.00,15.0013,35,199,clear
22.96,64.00,12.998,44,104,clear
23.78,60.0,12.998,63,133,cloudy
24.6,56.00,16.9979,69,186,cloudy
24.6,56.00,19.0012,60,172,rainy/snowy
25.42,53.00,15.0013,66,131,clear
24.6,56.00,12.998,74,168,cloudy
24.6,53.00,11.0014,61,269,cloudy
25.42,53.00,0,71,483,clear
24.6,56.00,11.0014,79,394,clear
23.78,64.00,6.0032,49,253,clear
23.78,64.00,7.0015,40,180,clear
22.96,64.00,7.0015,40,155,clear
22.14,73.00,0,28,124,clear
21.32,72.00,11.0014,15,100,clear
21.32,77.00,7.0015,20,78,clear
21.32,72.00,0,8,64,clear
21.32,72.00,7.0015,5,35,clear
19.68,82.00,7.0015,7,12,clear
18.86,88.00,8.9981,1,6,clear
18.86,88.00,7.0015,1,4,clear
20.5,82.00,8.9981,6,22,clear
22.14,73.00,8.9981,10,33,clear
22.96,68.00,19.0012,29,97,clear
24.6,64.00,15.0013,60,165,clear
25.42,61.00,7.0015,122,201,clear
26.24,53.00,8.9981,173,245,clear
27.06,50.0,0,222,271,clear
28.7,45.00,0,191,271,clear
29.52,42.00,0,187,269,clear
29.52,45.00,16.9979,232,274,clear
29.52,39.00,16.9979,204,267,cloudy
29.52,42.00,11.0014,191,253,cloudy
28.7,45.00,11.0014,191,253,cloudy
27.88,47.00,11.0014,117,184,clear
25.42,61.00,0,84,164,clear
25.42,61.00,7.0015,77,150,clear
24.6,69.00,8.9981,78,126,clear
23.78,78.00,6.0032,42,103,clear
22.14,88.00,11.0014,31,100,clear
21.32,94.00,8.9981,17,81,clear
21.32,94.00,7.0015,18,50,clear
20.5,100,7.0015,10,23,clear
20.5,100,0,3,9,clear
20.5,100,7.0015,1,5,clear
21.32,94.00,7.0015,5,13,clear
22.14,88.00,7.0015,13,27,clear
24.6,73.00,6.0032,29,65,clear
25.42,69.00,7.0015,59,130,clear
26.24,65.00,8.9981,135,170,clear
28.7,54.00,12.998,164,209,clear
29.52,51.00,12.998,146,255,cloudy
27.06,54.00,15.0013,180,275,cloudy
25.42,69.00,12.998,125,191,rainy/snowy
27.06,61.00,11.0014,110,221,cloudy
27.88,61.00,8.9981,72,201,clear
28.7,58.00,16.9979,93,213,clear
27.06,61.00,15.0013,120,238,clear
27.06,61.00,12.998,107,193,clear
26.24,65.00,11.0014,57,174,clear
25.42,73.00,12.998,27,109,clear
24.6,83.00,8.9981,35,86,clear
23.78,83.00,8.9981,19,46,cloudy
22.96,88.00,8.9981,23,18,cloudy
22.96,88.00,7.0015,4,5,clear
22.96,88.00,11.0014,2,3,rainy/snowy
22.14,94.00,11.0014,0,4,rainy/snowy
22.14,94.00,0,2,2,cloudy
22.14,94.00,0,0,11,cloudy
22.14,100,0,4,92,cloudy
22.96,94.00,7.0015,13,223,cloudy
24.6,88.00,12.998,50,359,clear
24.6,88.00,15.0013,36,131,clear
27.06,74.00,19.9995,49,72,clear
27.88,69.00,26.0027,73,107,clear
27.88,69.00,26.0027,65,139,clear
30.34,58.00,27.9993,49,155,cloudy
29.52,62.00,35.0008,57,130,cloudy
29.52,62.00,30.0026,57,119,cloudy
29.52,62.00,19.9995,56,223,cloudy
29.52,70.0,26.0027,56,373,rainy/snowy
28.7,74.00,19.0012,68,385,clear
28.7,74.00,15.0013,56,302,clear
26.24,83.00,15.0013,39,271,clear
26.24,89.00,15.0013,33,155,clear
25.42,94.00,15.0013,25,106,clear
25.42,88.00,12.998,19,53,cloudy
24.6,94.00,12.998,12,23,cloudy
24.6,94.00,11.0014,6,9,cloudy
24.6,94.00,12.998,2,8,cloudy
23.78,94.00,7.0015,0,2,cloudy
24.6,88.00,7.0015,1,3,clear
23.78,94.00,16.9979,2,22,cloudy
23.78,94.00,12.998,10,102,cloudy
26.24,78.00,12.998,26,288,rainy/snowy
25.42,83.00,15.0013,31,403,rainy/snowy
26.24,73.00,12.998,27,111,cloudy
28.7,61.00,22.0028,18,90,clear
30.34,51.00,15.0013,33,142,clear
31.16,45.00,26.0027,41,129,clear
31.98,46.00,16.9979,38,152,clear
31.98,46.00,19.0012,27,126,clear
30.34,55.00,27.9993,59,129,rainy/snowy
27.06,69.00,12.998,52,225,clear
28.7,61.00,7.0015,56,492,clear
28.7,70.0,12.998,74,490,clear
27.06,74.00,12.998,45,310,clear
27.06,74.00,6.0032,39,241,clear
26.24,78.00,6.0032,21,168,clear
25.42,88.00,15.0013,26,115,rainy/snowy
27.06,74.00,11.0014,13,53,rainy/snowy
24.6,83.00,15.0013,3,32,rainy/snowy
23.78,83.00,12.998,6,2,rainy/snowy
22.96,94.00,0,0,8,cloudy
22.14,100,8.9981,0,9,clear
22.14,100,7.0015,0,3,clear
22.96,88.00,6.0032,2,23,clear
22.96,94.00,6.0032,4,113,clear
25.42,73.00,8.9981,29,284,clear
26.24,69.00,15.0013,36,495,clear
27.88,65.00,6.0032,27,207,clear
28.7,61.00,6.0032,30,105,clear
30.34,51.00,6.0032,36,104,clear
30.34,55.00,8.9981,32,178,clear
30.34,55.00,8.9981,39,163,clear
30.34,55.00,11.0014,47,121,clear
31.16,52.00,16.9979,37,145,clear
30.34,51.00,19.0012,61,238,clear
30.34,51.00,15.0013,77,524,clear
29.52,58.00,15.0013,66,451,clear
28.7,61.00,8.9981,73,332,clear
28.7,61.00,11.0014,56,284,clear
27.06,69.00,8.9981,33,203,clear
27.06,69.00,16.9979,34,140,clear
26.24,73.00,8.9981,12,74,clear
26.24,73.00,8.9981,11,34,clear
26.24,73.00,8.9981,3,13,clear
25.42,83.00,7.0015,7,7,clear
24.6,88.00,6.0032,0,4,clear
24.6,88.00,0,0,2,clear
24.6,88.00,6.0032,2,25,cloudy
24.6,100,6.0032,4,94,cloudy
25.42,94.00,16.9979,16,270,cloudy
27.06,83.00,11.0014,31,458,cloudy
29.52,70.0,11.0014,22,194,clear
28.7,74.00,19.0012,49,94,clear
30.34,66.00,15.0013,36,124,clear
31.98,59.00,22.0028,53,141,clear
33.62,52.00,19.0012,52,145,clear
33.62,52.00,19.0012,44,145,clear
33.62,46.00,19.0012,40,101,cloudy
32.8,49.00,23.9994,58,233,cloudy
32.8,46.00,19.0012,49,445,clear
32.8,46.00,22.0028,74,404,clear
31.98,46.00,22.0028,67,311,clear
29.52,58.00,11.0014,55,267,clear
29.52,62.00,6.0032,45,178,clear
28.7,65.00,8.9981,23,157,clear
28.7,65.00,12.998,17,73,clear
27.88,69.00,16.9979,14,55,clear
28.7,58.00,19.9995,14,36,clear
27.88,61.00,15.0013,6,12,clear
27.06,65.00,6.0032,1,11,clear
26.24,69.00,8.9981,2,5,clear
26.24,65.00,19.0012,2,29,clear
26.24,69.00,6.0032,8,73,clear
26.24,73.00,11.0014,20,229,clear
27.06,74.00,19.0012,25,393,clear
28.7,65.00,19.0012,37,190,clear
29.52,54.00,26.0027,42,111,clear
30.34,55.00,22.0028,40,126,cloudy
31.16,55.00,19.9995,53,190,cloudy
30.34,58.00,12.998,51,158,clear
31.16,55.00,16.9979,51,188,clear
31.98,49.00,19.0012,98,258,clear
31.16,55.00,26.0027,63,356,cloudy
30.34,58.00,26.0027,77,414,clear
29.52,62.00,19.9995,89,310,cloudy
24.6,78.00,16.9979,69,210,rainy/snowy
25.42,73.00,15.0013,24,120,cloudy
24.6,83.00,7.0015,37,114,clear
24.6,78.00,8.9981,25,116,clear
23.78,88.00,8.9981,23,104,clear
23.78,88.00,8.9981,15,79,clear
23.78,88.00,12.998,8,47,clear
22.96,94.00,12.998,13,35,clear
22.96,88.00,15.0013,2,13,clear
22.96,88.00,16.9979,0,4,clear
22.96,88.00,15.0013,4,3,clear
23.78,83.00,16.9979,3,16,clear
24.6,83.00,16.9979,17,33,clear
25.42,78.00,12.998,27,75,clear
26.24,73.00,16.9979,61,116,clear
28.7,65.00,15.0013,110,166,clear
28.7,65.00,15.0013,171,178,clear
29.52,58.00,16.9979,145,213,clear
29.52,62.00,15.0013,168,217,clear
30.34,58.00,15.0013,172,210,clear
30.34,55.00,15.0013,187,187,clear
31.16,55.00,19.0012,201,201,clear
30.34,55.00,19.9995,180,161,clear
29.52,62.00,16.9979,173,212,clear
28.7,65.00,12.998,99,153,clear
28.7,65.00,15.0013,68,128,clear
27.06,74.00,19.9995,87,114,clear
27.06,78.00,15.0013,46,115,clear
26.24,83.00,12.998,44,81,clear
26.24,83.00,15.0013,32,51,clear
25.42,88.00,11.0014,17,49,clear
25.42,88.00,7.0015,12,49,clear
25.42,88.00,7.0015,2,24,clear
24.6,88.00,6.0032,13,10,clear
24.6,94.00,11.0014,3,3,clear
25.42,88.00,12.998,5,10,cloudy
25.42,88.00,16.9979,13,17,cloudy
25.42,88.00,15.0013,34,62,cloudy
25.42,94.00,16.9979,74,78,cloudy
27.06,83.00,15.0013,130,121,cloudy
27.06,83.00,19.0012,139,180,cloudy
28.7,74.00,15.0013,216,186,cloudy
29.52,70.0,19.0012,237,181,clear
30.34,70.0,19.0012,183,168,clear
30.34,70.0,19.9995,221,155,clear
30.34,70.0,19.0012,194,167,clear
30.34,70.0,19.0012,214,169,clear
29.52,74.00,19.0012,151,177,clear
29.52,74.00,16.9979,141,146,clear
28.7,79.00,12.998,91,128,clear
27.88,83.00,11.0014,107,122,clear
27.06,89.00,8.9981,78,93,clear
27.06,89.00,11.0014,48,87,clear
26.24,94.00,12.998,38,65,clear
26.24,94.00,8.9981,26,53,clear
26.24,94.00,12.998,17,28,clear
26.24,94.00,12.998,10,8,clear
25.42,94.00,11.0014,2,4,clear
25.42,94.00,7.0015,1,6,cloudy
26.24,94.00,6.0032,6,10,cloudy
26.24,94.00,0,12,19,cloudy
27.06,89.00,7.0015,36,58,cloudy
29.52,74.00,6.0032,47,81,clear
32.8,55.00,16.9979,116,153,clear
33.62,52.00,0,153,168,clear
35.26,47.00,7.0015,179,187,clear
35.26,44.00,6.0032,133,217,clear
36.08,39.00,0,142,185,clear
36.08,39.00,16.9979,132,179,clear
36.08,37.00,19.0012,101,208,clear
35.26,41.00,15.0013,102,202,clear
35.26,41.00,11.0014,77,172,clear
21.32,48.00,7.0015,68,157,cloudy
31.16,58.00,0,69,168,clear
30.34,70.0,8.9981,42,107,clear
29.52,74.00,11.0014,26,80,clear
28.7,84.00,7.0015,14,34,clear
28.7,79.00,6.0032,9,20,clear
27.88,89.00,6.0032,8,9,clear
27.06,94.00,8.9981,5,7,cloudy
26.24,94.00,0,1,3,cloudy
27.06,83.00,6.0032,0,3,clear
27.06,83.00,6.0032,0,26,clear
27.88,79.00,6.0032,11,98,clear
30.34,66.00,7.0015,16,219,clear
31.98,59.00,8.9981,34,372,clear
32.8,55.00,8.9981,22,153,clear
33.62,56.00,8.9981,37,72,clear
35.26,47.00,0,28,78,clear
35.26,47.00,8.9981,37,125,clear
36.9,39.00,11.0014,37,110,clear
36.9,37.00,0,41,99,clear
36.9,37.00,11.0014,42,133,clear
36.9,39.00,8.9981,44,205,clear
34.44,53.00,15.0013,67,428,clear
34.44,53.00,12.998,55,362,clear
31.98,62.00,7.0015,39,246,clear
31.98,62.00,7.0015,38,213,clear
31.16,66.00,7.0015,45,165,clear
30.34,70.0,11.0014,42,117,clear
29.52,79.00,6.0032,15,46,clear
28.7,79.00,11.0014,9,25,clear
28.7,84.00,16.9979,8,9,clear
28.7,79.00,11.0014,0,3,clear
27.88,89.00,12.998,0,6,clear
27.88,89.00,15.0013,0,4,cloudy
27.06,89.00,6.0032,2,19,cloudy
27.88,89.00,6.0032,7,121,cloudy
28.7,79.00,11.0014,19,265,cloudy
29.52,79.00,12.998,37,417,cloudy
30.34,74.00,15.0013,34,173,cloudy
31.16,75.00,16.9979,31,84,cloudy
33.62,59.00,15.0013,26,86,cloudy
35.26,53.00,0,32,137,clear
36.9,37.00,12.998,29,125,clear
36.9,37.00,16.9979,40,105,clear
36.9,39.00,19.9995,25,127,clear
35.26,47.00,19.9995,39,227,clear
35.26,47.00,19.9995,52,434,clear
33.62,56.00,26.0027,31,278,rainy/snowy
30.34,79.00,11.0014,16,248,cloudy
30.34,79.00,16.9979,23,233,cloudy
30.34,70.0,19.0012,29,161,clear
30.34,66.00,8.9981,14,115,clear
30.34,51.00,11.0014,10,59,clear
30.34,40.0,23.9994,11,31,clear
29.52,38.00,7.0015,3,12,clear
28.7,39.00,0,0,6,clear
27.06,44.00,7.0015,0,4,clear
27.06,41.00,12.998,0,3,clear
27.06,39.00,15.0013,3,28,clear
27.06,39.00,8.9981,7,106,clear
28.7,34.00,16.9979,19,285,clear
28.7,32.00,19.9995,25,442,clear
29.52,26.00,23.9994,28,197,clear
29.52,28.00,32.9975,33,106,clear
30.34,28.00,26.0027,42,123,clear
31.16,25.00,31.0009,39,193,clear
32.8,24.00,23.9994,35,168,clear
31.98,24.00,22.0028,43,142,clear
32.8,21.00,26.0027,44,144,clear
32.8,22.00,32.9975,63,255,clear
31.16,20.0,35.0008,88,484,clear
30.34,22.00,26.0027,74,451,clear
29.52,23.00,19.9995,58,321,clear
28.7,24.00,12.998,51,286,clear
27.06,31.00,12.998,33,215,clear
26.24,33.00,16.9979,14,141,clear
25.42,35.00,15.0013,23,89,clear
25.42,38.00,19.0012,15,53,clear
24.6,38.00,23.9994,7,15,clear
22.96,43.00,15.0013,0,12,clear
22.14,49.00,15.0013,0,5,clear
21.32,48.00,22.0028,1,5,clear
21.32,48.00,23.9994,4,24,clear
22.14,45.00,19.9995,8,98,clear
22.14,45.00,16.9979,25,252,clear
22.96,43.00,22.0028,31,471,cloudy
23.78,40.0,11.0014,36,194,clear
25.42,33.00,16.9979,54,107,clear
26.24,31.00,22.0028,57,135,clear
27.06,27.00,19.0012,51,208,clear
27.88,26.00,16.9979,58,190,clear
28.7,28.00,19.0012,66,174,clear
28.7,28.00,19.0012,56,156,clear
29.52,26.00,22.0028,63,286,clear
29.52,25.00,19.0012,73,485,clear
28.7,24.00,19.9995,76,488,clear
27.88,26.00,19.0012,53,338,clear
26.24,29.00,11.0014,57,236,clear
26.24,29.00,7.0015,51,196,clear
25.42,35.00,0,26,145,clear
23.78,46.00,7.0015,30,141,clear
22.96,52.00,0,24,69,clear
22.14,64.00,7.0015,14,80,clear
22.14,56.00,12.998,18,41,clear
21.32,59.00,7.0015,8,10,clear
21.32,59.00,6.0032,4,11,clear
20.5,64.00,0,3,5,clear
22.14,60.0,0,11,17,clear
22.96,56.00,0,27,60,clear
24.6,46.00,6.0032,29,96,clear
25.42,43.00,8.9981,55,169,clear
26.24,38.00,7.0015,115,202,clear
27.06,36.00,8.9981,120,249,clear
28.7,32.00,11.0014,150,270,clear
30.34,28.00,8.9981,188,268,clear
30.34,33.00,15.0013,193,258,clear
30.34,27.00,27.9993,180,224,cloudy
29.52,30.0,8.9981,168,272,cloudy
29.52,34.00,16.9979,142,202,cloudy
30.34,30.0,11.0014,127,214,cloudy
28.7,39.00,6.0032,79,206,cloudy
28.7,48.00,6.0032,90,149,cloudy
27.06,47.00,7.0015,46,139,cloudy
26.24,57.00,15.0013,49,141,clear
26.24,57.00,0,29,121,cloudy
26.24,57.00,6.0032,23,90,clear
26.24,61.00,11.0014,26,70,cloudy
26.24,61.00,11.0014,16,48,cloudy
25.42,65.00,11.0014,22,25,cloudy
25.42,65.00,11.0014,4,8,cloudy
25.42,61.00,8.9981,1,5,cloudy
25.42,61.00,7.0015,10,11,cloudy
24.6,73.00,16.9979,8,19,cloudy
24.6,73.00,16.9979,24,74,cloudy
24.6,78.00,12.998,53,111,cloudy
25.42,73.00,6.0032,83,168,cloudy
26.24,69.00,7.0015,121,214,cloudy
26.24,69.00,7.0015,123,212,cloudy
27.06,65.00,7.0015,154,213,clear
28.7,58.00,11.0014,161,224,clear
28.7,54.00,0,161,256,clear
29.52,51.00,6.0032,138,260,clear
30.34,51.00,0,126,264,clear
28.7,58.00,7.0015,124,239,clear
27.88,65.00,11.0014,108,249,clear
27.06,69.00,12.998,84,195,clear
26.24,73.00,11.0014,54,111,clear
26.24,78.00,15.0013,36,94,clear
25.42,78.00,8.9981,25,61,clear
25.42,78.00,8.9981,11,18,clear
24.6,83.00,8.9981,9,5,clear
23.78,88.00,7.0015,4,4,clear
23.78,88.00,0,2,3,clear
22.96,94.00,7.0015,4,4,clear
22.96,88.00,6.0032,7,24,clear
23.78,88.00,0,11,101,clear
25.42,78.00,7.0015,18,281,clear
26.24,73.00,6.0032,28,410,clear
28.7,58.00,11.0014,26,162,clear
29.52,51.00,15.0013,31,64,clear
30.34,42.00,8.9981,39,72,clear
31.16,37.00,11.0014,25,128,clear
31.98,35.00,0,28,152,clear
31.98,31.00,8.9981,46,99,clear
32.8,29.00,12.998,38,127,clear
31.16,33.00,8.9981,34,233,clear
31.98,33.00,19.0012,63,516,clear
31.16,31.00,8.9981,56,500,clear
29.52,54.00,12.998,64,343,clear
27.88,61.00,8.9981,59,277,clear
27.06,57.00,6.0032,29,160,clear
27.06,61.00,6.0032,36,137,clear
26.24,69.00,6.0032,5,55,clear
26.24,65.00,6.0032,5,15,clear
25.42,69.00,8.9981,2,2,clear
24.6,73.00,6.0032,3,2,clear
24.6,73.00,6.0032,1,1,clear
23.78,83.00,8.9981,2,3,clear
23.78,88.00,11.0014,2,30,clear
24.6,78.00,8.9981,10,116,clear
26.24,69.00,12.998,23,311,cloudy
27.88,61.00,8.9981,45,432,cloudy
29.52,58.00,15.0013,27,190,cloudy
31.16,48.00,12.998,37,86,cloudy
31.16,52.00,16.9979,38,113,cloudy
32.8,46.00,19.0012,42,141,cloudy
32.8,43.00,16.9979,55,141,cloudy
